"gene_symbol","entrez_human","entrez_rat","entrez_mouse","Unirprot_Human","Uniprot_Rat","Uniprot_mouse","gene_name","synonym","DbTF","pubmed_id","evidence_type","AnimalTFDB","DBD","GOC","JASPAR","ORFeome","Ravasi_et_al","TcoF_DB","TFCat","TFClass_human","TFclass_mouse","Vaquerizas_et_al","pubmed_id_1","taxon","pubmed_id_2","taxon_1","pubmed_id_3","taxon_2","pubmed_id_4","taxon_3","pubmed_id_5","taxon_4","pubmed_id_6","taxon_5","GOC981_select_EC"
"TBX20","57057","315497","57246","Q9UMR3","D3ZUF4","Q9ES03","T-box 20","ASD4","1","15843407","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15843407","10090","0","0","0","0","0","0","0","0","0","0","981"
"IKZF1","10320","305501","22778","C9JTB0;Q13422;R9R4D9","D4A9W4","G5E8H3;Q3UQ33;Q5SWU0;Q8C5P6;Q8C9X3","IKAROS family zinc finger 1 (Ikaros)","HS.54452|IK1|IKAROS|LYF1|PRO0758|ZNFN1A1|HIK-1","1","15841184","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15841184","10090","0","0","0","0","0","0","0","0","0","0","981"
"GRHL3","57822","298555","230824","Q8TE85","D4A1E5","Q5FWH3","grainyhead-like 3 (Drosophila)","SOM|TFCP2L4","1","15831758","Experimental","1","1","1","0","1","0","1","1","TFclass","TFclass_mouse","1","15831758","10090","0","0","0","0","0","0","0","0","0","0","981"
"TLE4","7091","25565","21888","Q04727","Q07141","Q3UY41;Q62441;Q9WUL2","transducin-like enhancer of split 4 (E(sp1) homolog; Drosophila)","BCE-1|BCE1|E(SPI)|ESG|ESG4|GRG4","1","15729346","0","0","0","1","0","0","0","1","1","0","0","0","15729346","10090","0","0","0","0","0","0","0","0","0","0","981"
"PITX2","5308","54284","18741","Q99697","Q9R0W1","B1VD84;B1VD85;P97474;Q6DIA6","paired-like homeodomain 2","ARP1|BRX1|IDG2|IGDS|IGDS2|IHG2|IRID2|OTLX2|PTX2|RGS|RIEG|RIEG1|RS","1","15728254","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15728254","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"PAX7","5081","500574","18509","P23759","D3ZRA8","G3UX36;P47239","paired box 7","HUP1|PAX7B|RMS2","1","15688409","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15688409","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"MAFA","389692","366949","378435","Q8NHW3","D3ZNT6","Q8CF90","v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)","RIPE3B1|HMAFA","1","15665000","Experimental","1","1","1","0","0","1","1","1","TFclass","TFclass_mouse","1","15665000","9606;10090;10116","0","0","0","0","0","0","0","0","0","0","981"
"OLIG2","10215","304103","50913","Q13516","G3V612","Q542S0;Q9EQW6","oligodendrocyte lineage transcription factor 2","BHLHB1|OLIGO2|PRKCBP2|RACK17|BHLHE19","1","15655114","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15655114","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"HOXA2","3199","24452","15399","O43364","G3V6R6;P31246","P31245","homeobox A2","HOX1K","1","15634706","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15634706","10090","0","0","0","0","0","0","0","0","0","0","981"
"MYPOP","339344","499090","232934","Q86VE0","D4AB13","Q8R4U1","Myb-related transcription factor; partner of profilin","P42POP","1","15615774","Experimental","0","0","1","0","0","0","0","0","0","0","1","15615774","10090","0","0","0","0","0","0","0","0","0","0","981"
"JARID2","3720","0","16468","Q92833","0","Q62315","jumonji; AT rich interactive domain 2","JMJ","1","15542826","Experimental","1","1","1","0","1","1","0","1","TFclass","TFclass_mouse","0","15542826","10090","0","0","0","0","0","0","0","0","0","0","981"
"FOXJ1","2302","116557","15223","Q92949","Q63247","Q61660;Q640Q8","forkhead box J1","FKHL13|HFH-4|HFH4","1","15516968","Author statement","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15516968","9606","0","0","0","0","0","0","0","0","0","0","981"
"YLPM1","56252","0","0","P49750;Q8NF45","0","0","YLP motif containing 1","C14ORF170|ZAP113|ZAP3","1","15511642","0","0","0","1","0","0","0","0","0","0","0","0","15511642","10090","0","0","0","0","0","0","0","0","0","0","981"
"BATF3","55509","60462","381319","Q9NR55","P97876","Q9D275","basic leucine zipper transcription factor; ATF-like 3","JDP1|JUNDM1|SNFT","1","15467742","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15467742","9606","0","0","0","0","0","0","0","0","0","0","981"
"ETV4","2118","360635","18612","P43268","E9PTJ2","A2A5C2;A2A5C3;P28322","ets variant 4","E1A-F|E1AF|PEA3|PEAS3","1","15466854","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15466854","10090","0","0","0","0","0","0","0","0","0","0","981"
"PBX3","5090","311876","18516","P40426;Q5JS98;Q96AL5","D4AB31","O35317","pre-B-cell leukemia homeobox 3","0","1","15466398","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15466398","9606","0","0","0","0","0","0","0","0","0","0","981"
"POU4F3","5459","364855","18998","Q15319","D3ZTL1","Q63955","POU class 4 homeobox 3","BRN3C|DFNA15","1","15465029","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15465029","10090","0","0","0","0","0","0","0","0","0","0","981"
"GCM1","8521","29394","14531","Q9NP62","Q9Z288","P70348;Q3UQD1","glial cells missing homolog 1 (Drosophila)","GCMA|HGCMA","1","15385555","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15385555","10090","0","0","0","0","0","0","0","0","0","0","981"
"DLX5","1749","25431","13395","P56178;Q53Y73","P50575","P70396;Q3TYA7","distal-less homeobox 5","SHFM1D","1","15383550","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15383550","10090","0","0","0","0","0","0","0","0","0","0","981"
"IGHMBP2","3508","29532","20589","P38935","Q9EQN5","0","immunoglobulin mu binding protein 2","CATF1|HCSA|HMN6|SMARD1|SMUBP2|ZFAND7","1","15358184","0","0","0","1","0","1","1","0","1","0","0","0","15358184","10116","0","0","0","0","0","0","0","0","0","0","981"
"SIX2","10736","366542","20472","Q8TBA2;Q9NPC8","0","Q62232","SIX homeobox 2","0","1","15327782","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15327782","10090","0","0","0","0","0","0","0","0","0","0","981"
"POU3F2","5454","29588","18992","P20265","P56222","P31360","POU class 3 homeobox 2","BRN2|N-OCT3|OCT7|OTF-7|OTF7|POUF3|BRN-2|OCT-7","1","15262984","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15262984","10090","0","0","0","0","0","0","0","0","0","0","981"
"ISL1","3670","64444","16392","P61371","P61374","A2RSV5;P61372;Q8BTH7","ISL LIM homeobox 1","ISLET1|ISL-1","1","15253934","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15253934","10090","0","0","0","0","0","0","0","0","0","0","981"
"IRF4","3662","291100","16364","Q15306","D3ZEX6","Q5SUZ4;Q5SUZ5;Q64287","interferon regulatory factor 4","LSIRF|MUM1|NF-EM5","1","15242870","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15242870","9606","0","0","0","0","0","0","0","0","0","0","981"
"SOX7","83595","290317","20680","Q9BT81","D3ZTE1","P40646;Q3U1W5","SRY (sex determining region Y)-box 7","0","1","15220343","Experimental","1","0","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15220343","10090","0","0","0","0","0","0","0","0","0","0","981"
"ESRRG","2104","360896","26381","B7Z5E9;C0SQ93;F1D8R5;F1D8R6;P62508","P62510","P62509","estrogen-related receptor gamma","ERR3|ERRGAMMA|NR3B3","1","15149736","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15149736","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"CLOCK","9575","60447","12753","O15516;Q3ZCT4;Q53EU0","G3V697;Q9WVS9","O08785;Q8C9W6","clock circadian regulator","KAT13D|BHLHE8","1","15147242","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15147242","10090","0","0","0","0","0","0","0","0","0","0","981"
"HAND2","9464","64637","15111","P61296","P61295","Q61039","heart and neural crest derivatives expressed 2","DHAND2|HED|THING2|BHLHA26|DHAND","1","15139020","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15139020","10090","0","0","0","0","0","0","0","0","0","0","981"
"MAZ","4150","691842","17188","P56270;Q59GP8","A8QJL8","F8VPK3","MYC-associated zinc finger protein (purine-binding transcription factor)","PUR1|PUR-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|ZIF87","1","15094381","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15094381","9606","0","0","0","0","0","0","0","0","0","0","981"
"FOXL2","668","367152","26927","P58012;Q53ZD3","D4A0S1","O88470;Q2TVT7","forkhead box L2","BPES|BPES1|PFRK|PINTO|POF3","1","15059956","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15059956","10090","0","0","0","0","0","0","0","0","0","0","981"
"MEOX1","4222","363684","17285","P50221","D4A532","P32442","mesenchyme homeobox 1","MOX1","1","15024065","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15024065","10090","0","0","0","0","0","0","0","0","0","0","981"
"KLF11","8462","313994","194655","B7ZAX4;O14901;Q53QU8","Q309C9","Q8K1S5","Kruppel-like factor 11","FKLF|FKLF1|MODY7|TIEG2|TIEG3","1","15024015","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","15024015","9606","0","0","0","0","0","0","0","0","0","0","981"
"SIX4","51804","299138","20474","Q9UIU6","D3ZAJ7","Q61321","SIX homeobox 4","AREC3","1","14966291","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14966291","10090","0","0","0","0","0","0","0","0","0","0","981"
"DLX2","1746","296499","13392","Q07687;Q53QU7;X5D7D8","G3V668","P40764;Q52KJ2","distal-less homeobox 2","TES-1|TES1","1","14769946","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14769946","10090","0","0","0","0","0","0","0","0","0","0","981"
"HELT","391723","498633","234219","A6NFD8","D4ADJ5","Q7TS99","helt bHLH transcription factor","HCM1228|HESL|MGN|BHLHB44","1","14764602","Experimental","1","1","1","0","0","0","0","1","TFclass","TFclass_mouse","1","14764602","10090","0","0","0","0","0","0","0","0","0","0","981"
"MLXIPL","51085","171078","58805","Q9NP71","Q8VIP2","H9U1Q1;Q99MZ3","MLX interacting protein-like","CHREBP|MIO|MONDOB|WBSCR14|WS-BHLH|BHLHD14","1","14742444","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14742444","9606;10116","0","0","0","0","0","0","0","0","0","0","981"
"TEF","7008","29362","21685","Q10587","P41224","Q9JLC6","thyrotrophic embryonic factor","0","1","14702338","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14702338","10090;10116","0","0","0","0","0","0","0","0","0","0","981"
"FOXP4","116113","363185","74123","B7ZBM3;Q8IVH2","D3ZPZ7","Q9DBY0","forkhead box P4","HFKHLA","1","14701752","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14701752","10090","0","0","0","0","0","0","0","0","0","0","981"
"NPAS4","266743","266734","225872","Q8IUM7","Q8CJH6","Q8BGD7","neuronal PAS domain protein 4","LE-PAS|NXF|PASD10|BHLHE79","1","14701734","Experimental","1","0","1","0","0","0","1","1","TFclass","TFclass_mouse","1","14701734","9606","0","0","0","0","0","0","0","0","0","0","981"
"HSF2","3298","64441","15500","Q03933;Q9BS48","Q9R120","P38533;Q8BWK6","heat shock transcription factor 2","HSF 2|HSTF 2","1","14699143","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14699143","9606","0","0","0","0","0","0","0","0","0","0","981"
"ZNF219","51222","305848","69890","Q9P2Y4","Q66H48","Q4VA98;Q6IQX8;Q924S6;Q9CVF3","zinc finger protein 219","ZFP219","1","14621294","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","14621294","9606","0","0","0","0","0","0","0","0","0","0","981"
"SNAI1","6615","116490","20613","O95863","Q6AY35","Q02085;Q4FK48","snail homolog 1 (Drosophila)","SLUGH2|SNA|SNAH|SNAIL|SNAIL1|DJ710H13.1","1","12917416","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12917416","10090","0","0","0","0","0","0","0","0","0","0","981"
"HOXB5","3215","497987","15413","P09067","D3ZMA1","P09079","homeobox B5","HHO.C10|HOX2|HOX2A|HU-1|HOX2.1","1","12897140","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12897140","10090","0","0","0","0","0","0","0","0","0","0","981"
"PURB","5814","498407","19291","Q96QR8","Q68A21","O35295","purine-rich element binding protein B","PURBETA","1","12874279","Experimental","0","0","1","0","0","0","1","1","TFclass","TFclass_mouse","0","12874279","10090","0","0","0","0","0","0","0","0","0","0","981"
"NR2C1","7181","252924","22025","H9NIM2;H9NIM3;P13056","Q8VIJ4","Q505F1","nuclear receptor subfamily 2; group C; member 1","TR2","1","12849971","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12849971","9606","0","0","0","0","0","0","0","0","0","0","981"
"POU4F1","5457","114503","18996","Q01851","0","P17208","POU class 4 homeobox 1","BRN3A|OCT-T1|RDC-1|BRN-3A","1","12810599","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12810599","10090","0","0","0","0","0","0","0","0","0","0","981"
"RXRB","6257","361801","20182","B7Z7J5;P28702;Q5STP9","0","P28704;Q3TWJ1;Q8VCR0","retinoid X receptor; beta","DAUDI6|H-2RIIBP|NR2B2|RCOR-1","1","12767074","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12767074","9606","0","0","0","0","0","0","0","0","0","0","981"
"ETV1","2115","362733","14009","B7Z2C9;P50549","B5DEZ2","E0CXD2;E0CZ54;P41164;Q549J8;Q8CCR6","ets variant 1","ER81","1","12750007","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12750007","9606","0","0","0","0","0","0","0","0","0","0","981"
"KCNH8","131096","246325","211468","Q96L42","Q9QWS8","F6TUN6;P59111","potassium voltage-gated channel; subfamily H (eag-related); member 8","ELK|ELK1|KV12.1|ELK3","1","12740370","0","0","0","1","0","0","0","0","0","0","0","0","12740370","10116","0","0","0","0","0","0","0","0","0","0","981"
"GMEB1","10691","500558","56809","B1AT47;B2RCN8;Q9Y692","Q9QUZ8","Q3UYV4;Q9JL60","glucocorticoid modulatory element binding protein 1","P96PIF|PIF96","1","12702733","Experimental","1","1","1","0","0","1","1","1","TFclass","TFclass_mouse","1","12702733","9606","0","0","0","0","0","0","0","0","0","0","981"
"NR2F6","2063","245980","13864","F1D8R3;P10588","O09017","P43136","nuclear receptor subfamily 2; group F; member 6","EAR-2|EAR2|ERBAL2","1","12690040","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12690040","10090","0","0","0","0","0","0","0","0","0","0","981"
"BHLHE41","79365","117095","79362","Q8TAT1;Q9C0J9","0","D3Z2G6;Q6L8F5;Q99PV5","basic helix-loop-helix family; member e41","BHLHB3|DEC2|SHARP1|HDEC2","1","12657651","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12657651","10090","0","0","0","0","0","0","0","0","0","0","981"
"ETS2","2114","304063","23872","P15036","D4AAH4","P15037;Q3UP99","v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)","ETS2IT1","1","12637547","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12637547","9606","0","0","0","0","0","0","0","0","0","0","981"
"POU2F3","25833","116544","18988","Q9UKI9","G3V754","H3BJT4;Q3U5D1","POU class 2 homeobox 3","EPOC-1|OCT-11|OCT11|OTF-11|PLA-1|PLA1|SKN-1A","1","12624109","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12624109","9606","0","0","0","0","0","0","0","0","0","0","981"
"NEUROD6","63974","500137","11922","Q96NK8","B5DEY7","P48986;Q3UN97;Q5M8T7","neuronal differentiation 6","ATOH2|MATH2|MATH-2|NEX1M|NEX1|BHLHA2","1","12562512","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12562512","10090","0","0","0","0","0","0","0","0","0","0","981"
"OTX2","5015","305858","18424","F1T0C9;F1T0D0;F1T0D1;P32243","F2Z3S7","Q8R0B5;Q8VD35","orthodenticle homeobox 2","CPHD6|MCOPS5","1","12559959","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12559959","9606","0","0","0","0","0","0","0","0","0","0","981"
"MXD1","4084","362391","17119","B7ZLI7;Q05195","F1LRY0","Q8K1Z8","MAX dimerization protein 1","BHLHC58|MAD|MAD1","1","12553908","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12553908","9606","0","0","0","0","0","0","0","0","0","0","981"
"SOX18","54345","311723","20672","P35713","Q4V7E4","P43680;Q3UND6","SRY (sex determining region Y)-box 18","HLTS","1","12446692","Experimental","1","0","1","0","1","0","1","1","TFclass","TFclass_mouse","1","12446692","10090","0","0","0","0","0","0","0","0","0","0","981"
"SIX6","4990","314221","20476","O95475;Q6P051","D3ZCC7","B2RSE8;Q9QZ28","SIX homeobox 6","MCOPCT2|OPTX2|SIX9","1","12441302","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12441302","9606;10090","0","0","0","0","0","0","0","0","0","0","981"
"ZNF467","168544","500110","68910","Q7Z7K2","Q5RJR4","B2RU53;G3X9X3;Q3USQ2;Q8JZL0","zinc finger protein 467","EZI|ZFP467","1","12426389","Experimental","1","1","1","0","0","1","1","1","TFclass","TFclass_mouse","1","12426389","10090","0","0","0","0","0","0","0","0","0","0","981"
"NKX2-2","4821","366214","18088","O95096","D3ZDQ2","P42586;Q3URZ4;Q8BRS9","NK2 homeobox 2","NKX2.2|NKX2B","1","12426319","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12426319","10090","0","0","0","0","0","0","0","0","0","0","981"
"ZBTB16","7704","353227","235320","Q05516","Q5S3S9","Q3UQ17","zinc finger and BTB domain containing 16","PLZF|ZNF145","1","12408802","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12408802","10090","0","0","0","0","0","0","0","0","0","0","981"
"FOXK2","3607","303753","68837","Q01167","D3ZY28","Q3UCQ1","forkhead box K2","ILF|ILF-1|ILF1","1","12402362","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12402362","9606","0","0","0","0","0","0","0","0","0","0","981"
"FERD3L","222894","366598","114712","Q96RJ6","D4A114","Q923Z4","Fer3-like (Drosophila)","N-TWIST|NATO3|NTWIST|BHLHA31","1","12217327","Experimental","1","1","1","0","0","0","0","0","TFclass","TFclass_mouse","1","12217327","10090","0","0","0","0","0","0","0","0","0","0","981"
"BCL11B","64919","314423","58208","L8B567;L8B7P7;L8B862;L8B8F6;Q9C0K0","H9N1L3;H9N1L4","Q99PV8","B-cell CLL/lymphoma 11B (zinc finger protein)","CTIP-2|CTIP2|RIT1|ZNF856B|HRIT1-ALPHA","1","12196208","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12196208","generic","0","0","0","0","0","0","0","0","0","0","981"
"GRHL1","29841","313993","195733","Q9NZI5","0","E9QMF0;Q921D9","grainyhead-like 1 (Drosophila)","LBP32|MGR|NH32|TFCP2L2","1","12175488","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12175488","9606","0","0","0","0","0","0","0","0","0","0","981"
"NKX2-8","26257","299061","18094","O15522","D4A7B5","O70584","NK2 homeobox 8","NKX2.8|NKX2H|NKX2-9","1","12167706","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12167706","Other","0","0","0","0","0","0","0","0","0","0","981"
"EBF4","57593","680751","228598","E9PEI2;Q7Z5T1;Q9BQW3","0","A2BI80;B2RQX3;B7ZNC0;Q8K4J2","early B-cell factor 4","COE4|O/E-4","1","12139918","Experimental","1","0","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12139918","9606","0","0","0","0","0","0","0","0","0","0","981"
"MIXL1","83881","289311","27217","Q9H2W2","D4A558","Q9WUI0","Mix paired-like homeobox","MILD1|MIX|MIXL","1","12117810","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12117810","10090","0","0","0","0","0","0","0","0","0","0","981"
"ZC3H8","84524","311414","57432","Q8N5P1","Q6AYB0","Q9JJ48","zinc finger CCCH-type containing 8","FLIZ1|ZC3HDC8","1","12077251","Experimental","0","0","1","0","0","0","0","1","TFclass","TFclass_mouse","1","12077251","10090","0","0","0","0","0","0","0","0","0","0","981"
"DMBX1","127343","313512","140477","Q8NFW5","D3ZMA3","Q91ZK4","diencephalon/mesencephalon homeobox 1","MBX|OTX3|PAXB","1","12055180","Experimental","1","1","1","0","1","1","1","1","TFclass","TFclass_mouse","1","12055180","10090","0","0","0","0","0","0","0","0","0","0","981"
