Normal,Tumor
1552585_s_at,5.34207892679929,4.64392723925093
1552586_at,6.87197770458177,6.29407104594603
1552587_at,5.60991942412227,5.00317463709035
1552588_a_at,3.79253203423899,3.44445558975622
1552590_a_at,3.60744919363614,3.78071597181546
1552592_at,3.72481260126823,3.69804707833911
1552594_at,6.24909050034632,5.44247643577357
1552596_at,6.57271671797793,5.88230843366524
1552598_at,4.87772324970892,4.89742551880724
1552599_at,5.67094272206494,5.0222156870371
1552602_at,6.89015418727838,6.62376750227762
1552604_at,3.94205685144669,3.44565339944151
1552605_s_at,4.95397974393537,4.59665146243368
1552607_at,6.71429113881738,6.76956446439922
1552608_at,3.4500361449127,3.18101724707466
1552609_s_at,6.72665705485464,5.65786811806041
1552610_a_at,10.2585063795375,10.2446497094293
1552611_a_at,8.50671193387529,8.84490246096979
1552612_at,8.19513575272771,8.90198305014778
1552613_s_at,7.45869496874099,8.45154437756301
1552615_at,10.1844631140267,9.60013405962626
1552616_a_at,8.56783912183309,7.50868880299304
1552617_a_at,9.61957022368633,10.3500545701334
1552618_at,6.2676820794058,7.48572758066413
1552619_a_at,4.18952797535063,7.47682764555867
1552620_at,7.48574362432141,7.56656389031562
1552621_at,8.67138525375456,10.2244620704682
1552622_s_at,7.55604519665621,9.17625480802814
1552623_at,4.14998021458167,4.40660214738432
1552625_a_at,7.435681313041,8.18005014678373
1552626_a_at,6.5496903196524,6.4855485346372
1552627_a_at,8.36479584222184,8.53458821518591
1552628_a_at,11.1917600399291,11.2106745636987
1552629_a_at,4.00777492997673,2.73902201279
1552630_a_at,4.45914545977034,5.43486551939245
1552631_a_at,6.80446103950522,5.6359703582061
1552632_a_at,6.03976211361745,6.59264336138833
1552633_at,6.45955115037566,7.39328107811352
1552634_a_at,6.49577508568002,7.19277819173822
1552637_at,3.96523872437364,4.65634243494933
1552639_at,6.40254839004916,6.12409341838232
1552641_s_at,5.71875492843992,6.43762037122873
1552643_at,7.8704128494426,7.42122803146804
1552644_a_at,6.68203186717665,6.73169465721315
1552646_at,8.83956000150455,8.40876266771059
1552648_a_at,7.46385068471099,7.77801969921974
1552649_a_at,6.48240195615416,6.54673252893717
1552651_a_at,7.79243870790717,8.31314527795191
1552652_at,7.53229039094584,7.75184523819994
1552656_s_at,7.73447545824699,8.51043542412231
1552657_a_at,3.32273272289522,3.8174535815339
1552658_a_at,5.50920952251603,6.85067663426274
1552660_a_at,7.80163926061687,8.26602701593257
1552661_at,2.72385888051714,1.79657436172054
1552662_a_at,5.40664924078197,5.07572643821124
1552663_a_at,6.99629887401069,7.85431837651851
1552664_at,9.08102869004647,9.12245105422419
1552665_at,6.95002023730679,6.26250204454748
1552666_a_at,3.8575463001044,3.51342626610167
1552667_a_at,7.40807957878556,7.17823320963146
1552669_at,5.7264788744234,4.82824024014806
1552670_a_at,10.5479161188824,9.47604261519461
1552671_a_at,3.85651459522334,4.08328680668556
1552672_a_at,4.63015010994958,4.29903627767447
1552673_at,4.04705556411713,4.26915526208734
1552674_at,4.45302163588501,3.67674173422038
1552675_at,2.70263739446744,2.31707799072613
1552676_at,6.73330617868036,5.91414466456261
1552677_a_at,5.38197061179959,6.32881125685279
1552678_a_at,7.62757198609773,7.61386741168909
1552680_a_at,5.16281870486074,6.96128920142371
1552682_a_at,6.68637333172819,7.19888325112561
1552684_a_at,6.47038056617981,6.31866039359011
1552685_a_at,7.39881583808104,6.76574051107588
1552686_at,4.37453937784993,4.61459637358322
1552687_a_at,5.30083981948715,5.05203380850396
1552689_at,5.15570263861027,5.04105858466359
1552690_a_at,6.76953679533777,6.2698852140031
1552691_at,4.97570991568869,5.11892520617052
1552693_at,2.88612484591364,3.21396283882782
1552694_at,6.15993849526001,5.7768977966568
1552695_a_at,8.32874198595686,8.11073711011367
1552696_at,6.77375948573037,6.61986107010556
1552698_at,5.57902224868609,5.07236096093902
1552701_a_at,8.63300003253991,8.62955891074978
1552703_s_at,8.75530897608815,8.83621981769301
1552705_at,6.25820957048722,5.9605671798486
1552708_a_at,4.71234365408953,4.59765797098576
1552711_a_at,8.5540081123468,8.12270091355749
1552712_a_at,5.91024231953384,6.22048787701027
1552713_a_at,6.55390676623914,6.13166022796479
1552714_at,3.96736533420646,3.71973344337294
1552715_a_at,6.24818778846725,4.05374604438083
1552716_at,6.03067266000475,7.13907547512961
1552717_s_at,6.33297230160767,7.10400360285253
1552718_at,5.93088341523363,6.15243976071695
1552719_at,4.70547524603297,5.63492129596419
1552721_a_at,5.14305175859562,4.85466056026258
1552722_at,4.3352744672328,3.63218541445877
1552724_at,7.7761929519367,7.34243172186053
1552725_s_at,6.10559165026101,6.14901215074742
1552726_at,7.91221350220095,7.12980817376732
1552727_s_at,9.07383793484466,8.24062808295732
1552729_at,7.19779194890016,7.25963105362391
1552730_at,5.21572993944988,4.83536151060237
1552731_at,3.7757184029678,2.46195133224616
1552732_at,5.03611514707938,3.9025612808437
1552733_at,8.9134487672292,8.14782138518532
1552734_at,5.57838718870237,5.71751563608426
1552735_at,6.68683608063914,7.24977592120203
1552736_a_at,4.98631172908425,4.17236990220658
1552737_s_at,3.82350985462452,5.30693403465802
1552738_a_at,7.14285057217765,6.71438339311631
1552739_s_at,7.96323856831158,7.71210488817847
1552740_at,3.31073464497562,3.49100499748313
1552742_at,4.72233126237307,4.69374014562317
1552743_at,5.11441828602704,4.90766224887541
1552745_at,4.91706063413355,4.92287961635044
1552747_a_at,5.09145573923575,4.49298699638446
1552749_a_at,7.35652355225726,6.59817339144286
1552750_at,3.57332644417372,3.07845380126093
1552751_a_at,6.60932724801639,6.15594838224863
1552752_a_at,6.90123251331506,6.37316960157166
1552754_a_at,5.70150833427166,4.13624083714665
1552755_at,4.84615989839662,3.8894963346056
1552757_s_at,4.34295663972896,3.59113410998746
1552758_at,4.17182171923933,4.20867281695271
1552760_at,2.79552278379054,2.51512614822128
1552761_at,7.99936760247987,8.47230649323976
1552763_at,2.61611890298164,2.32248084234115
1552765_x_at,3.31137028932566,2.87515238507913
1552766_at,3.14032098684167,2.82048012812798
1552767_a_at,4.50050392074835,5.2734107807674
1552768_at,4.44667930563043,4.68597408555712
1552769_at,6.55077879681387,6.43389958480076
1552770_s_at,7.19446889489025,8.06073472223005
1552771_a_at,2.10574030358791,2.0410033337263
1552772_at,5.52436895982279,4.89364918738563
1552773_at,5.68320495414233,5.66293304642031
1552774_a_at,6.82987829747285,6.10260218282105
1552775_at,4.84808421242089,4.21039051691949
1552777_a_at,4.70705685372515,4.04061221214816
1552779_a_at,5.54458104772571,5.9362752143657
1552782_at,5.21989585141109,5.91594013018883
1552783_at,4.29206258953726,4.71492827102041
1552785_at,5.62898952072678,5.64555570152569
1552787_at,6.74146994347915,6.53491325887441
1552788_a_at,7.0846680424798,6.38670562598314
1552789_at,8.32542747969768,7.73648881489235
1552790_a_at,10.7601071803558,9.81583718780284
1552791_a_at,4.45483858576676,4.07307199090636
1552792_at,4.54099700430544,5.17034431017007
1552793_at,5.20994047817317,4.2891790504064
1552794_a_at,4.63141475435317,5.38084875159848
1552796_a_at,6.28114458906149,5.27736090630794
1552797_s_at,6.1119059564064,5.33818524902613
1552798_a_at,5.90341625706804,5.73565937701539
1552799_at,4.26999465392359,4.36854832409006
1552800_at,6.09649380735811,6.32193375831805
1552801_at,3.93479555406216,3.64733223659409
1552803_a_at,4.78474613120335,4.27509873451268
1552804_a_at,6.93279402110866,7.25593635149835
1552806_a_at,5.19914020412263,4.98778365431314
1552807_a_at,6.93771692099898,6.73112101210595
1552808_at,4.02024802104902,4.33081335816978
1552809_at,4.86704131676723,4.69327675083681
1552811_at,6.67325522105961,6.26910999269669
1552812_a_at,5.73465469746076,6.58172088197549
1552813_at,4.8713638048386,4.47643273781516
1552814_a_at,3.89754848782045,3.5625686410588
1552816_at,4.9230649305736,4.89170269895054
1552818_a_at,3.20381846587814,2.54036891417464
1552819_at,6.32204364891685,5.50540988262247
1552822_at,5.84462464147891,5.5647942786035
1552825_at,6.05801426488394,5.829862744504
1552826_at,3.68699741114479,2.64534151667077
1552827_s_at,5.58654943567343,5.52945631734043
1552828_at,6.12999845404896,6.07751978037919
1552829_at,8.0991425821702,7.95308540181026
1552830_at,5.42231250629006,4.94786551758224
1552833_at,5.30097330720757,4.80571601917301
1552834_at,5.11879721830955,4.71626139311173
1552835_at,5.22309766186385,4.44012169044849
1552836_at,6.88858119551749,6.52844542151132
1552837_at,4.25115781516938,3.23617548032402
1552839_at,5.09359281514594,5.1472671689888
1552841_s_at,4.42105518307886,3.67527560794105
1552842_at,4.13624353893888,4.07559455645223
1552843_at,2.93522133445265,2.88081086416667
1552845_at,6.67578813104486,7.45056767948192
1552846_s_at,7.0383008574666,7.69001694296463
1552848_a_at,5.85518995647399,5.06622012942358
1552849_at,4.58568995866448,2.95997306201637
1552851_at,2.86290786686411,2.60532801676702
1552852_a_at,4.26121303242748,4.01102635219241
1552853_at,5.45574631047742,4.21956361786858
1552854_a_at,3.69340461358648,3.42772078967391
1552856_at,6.56926309584385,5.33494320461953
1552857_a_at,4.10785285156672,3.47846962264667
1552858_at,4.97497292256196,4.1889334214956
1552860_at,3.79451610602819,3.61197440375466
1552862_at,5.08122514577388,6.34128681546675
1552863_a_at,9.22039748476457,8.72331396123064
1552865_a_at,6.09433409863586,6.11663120982075
1552867_at,6.6019680994895,6.50515390800945
1552868_at,7.18501406971872,6.90129006855976
1552870_s_at,4.99812998761813,4.67242197830222
1552872_at,4.23973168771533,4.39441115408987
1552873_s_at,8.02850036239867,6.99418905888613
1552875_a_at,3.15297720251596,3.55041741752072
1552876_at,5.67448912714424,5.43125125793689
1552877_s_at,6.73348875051127,5.90809962306976
1552878_at,5.00062265384312,4.08120696422745
1552879_a_at,6.47694095250323,5.91060060603727
1552880_at,9.05925058483492,9.38685351725843
1552882_a_at,5.82298043783378,5.3578719041463
1552884_at,6.27021989936163,6.01578574493959
1552885_a_at,7.51912067432575,7.27377334543439
1552887_at,7.18569850950674,6.12145272305488
1552889_a_at,9.06356147582406,8.87190097028007
1552890_a_at,5.02973503627815,4.35384173785592
1552892_at,5.33743192541651,5.00429905603863
1552893_at,7.69367217461102,7.5534917994629
1552895_a_at,5.95347083233526,5.93293563989215
1552897_a_at,3.81740978355328,4.08748138017429
1552898_a_at,5.08008784292642,3.91869944662912
1552899_at,6.28750159776791,6.00849227868432
1552900_a_at,5.37834366184293,4.90319634312432
1552902_a_at,4.44035358558568,3.53790753343797
1552903_at,4.26756359788464,4.51185037988176
1552904_at,4.31700078890055,3.18260958768739
1552906_at,3.59354438166608,3.66755430709679
1552908_at,4.23458521431359,4.58032759323123
1552910_at,7.14616971270935,5.53369752936724
1552911_at,5.83486672336495,4.62113610319814
1552912_a_at,3.5162974418375,3.43643635977811
1552913_at,2.81794682094125,2.45947250555488
1552914_a_at,4.52478681056135,4.47012850487448
1552915_at,7.17634024699651,6.19434968732548
1552917_at,7.28795290756274,6.64746178528098
1552919_at,4.5141969755552,4.32377584575423
1552921_a_at,6.46381588700727,7.40284528635802
1552922_at,2.71284801992552,2.44798512602569
1552923_a_at,6.19438512800267,6.15440873769945
1552924_a_at,7.60817515796489,7.93315086534878
1552925_at,3.95035884246675,3.6682813612613
1552927_at,6.92396740753408,7.1047143116193
1552928_s_at,6.44527547452357,7.16085257569798
1552929_at,4.37208451824547,3.82285903154577
1552930_at,7.56180596044128,7.44062660442884
1552931_a_at,9.01795688881238,8.79157275841917
1552932_at,4.25805105456801,4.00811243627599
1552933_at,4.65832279296785,4.46034363623648
1552935_at,7.38416606465754,6.69143112824877
1552937_s_at,6.89040386271413,7.68679072954604
1552938_at,4.52701239207666,4.81864829052774
1552939_at,4.1174106350107,4.3764235601815
1552940_at,5.46402977604139,4.9072590748186
1552942_at,8.11321010492257,7.5908661487885
1552943_at,4.70161093363538,3.64541547705805
1552944_a_at,7.12310935030509,6.4442042907131
1552946_at,4.45103091121967,3.87418361413599
1552947_x_at,4.9336946031182,5.06717608913431
1552948_at,3.62088046805839,3.31184551023921
1552950_at,4.44897670513252,3.99457652073341
1552952_at,6.27861472777926,6.11062755944417
1552953_a_at,5.69987946371223,5.01466401940094
1552954_at,5.02759998627494,4.77043960896172
1552955_at,7.63455678986753,6.62286543360114
1552957_at,5.6545752747166,5.20332257638645
1552960_at,5.73495107256966,4.78326153945648
1552961_at,5.91777602790134,5.21260507315833
1552964_at,3.6569084487826,3.10154955760025
1552965_a_at,4.23501140758652,3.57281150438894
1552967_at,7.67944881856269,6.78606110294946
1552969_a_at,5.28526503079592,5.43958552472952
1552970_s_at,5.62494775197724,5.850612439783
1552971_at,3.7880208670596,3.18649654973806
1552972_at,2.47375481779073,2.75230871528501
1552973_at,5.08456375493786,4.64908358500643
1552974_at,3.63580837013917,2.370277065768
1552975_x_at,5.47040287621777,3.89329906231999
1552976_at,8.20689600187584,7.57962126746305
1552977_a_at,9.65039042045766,9.09530530855159
1552978_a_at,8.28758398891427,8.61922631712648
1552979_at,4.25482275699057,3.77225704927054
1552980_at,6.93595596279059,6.61912909493532
1552982_a_at,4.03747610113412,4.55542330711744
1552985_at,6.03268722692805,5.85062549525182
1552986_at,4.76196950679992,5.60391079476527
1552987_a_at,3.217273917274,3.46383346478444
1552988_at,5.42288917419259,4.59200332944921
1552990_at,2.91102122077681,2.45104338958341
1552991_at,4.98011771970095,4.99983740660652
1552993_at,2.52330817257612,2.44550981667247
1552995_at,6.56917664817043,6.06938284300581
1552997_a_at,5.73708570146066,5.20092226047481
1552998_at,3.87109363284201,2.84071965431718
1552999_a_at,4.30007165558726,3.48411242475387
1553002_at,5.85782497076849,5.29608560875889
1553003_at,6.2485740287375,6.1195107066734
1553004_at,4.1673603738556,3.82733100054312
1553006_at,4.78415798854604,3.8964125891326
1553007_a_at,4.67948666670498,3.89475840669367
1553009_s_at,2.4531947695075,2.08874784556002
1553011_at,5.73726909227519,5.77977643301096
1553013_at,4.8259539718441,4.45572057324905
1553015_a_at,7.41714047508268,7.79813542259952
1553016_at,7.10522209980028,5.89591957809793
1553019_at,5.36082901610278,5.40541425712413
1553020_at,6.1823314223341,5.52482571108966
1553021_s_at,5.7656511643026,5.605097421136
1553022_at,3.54903712579832,3.22073049085479
1553023_a_at,5.51936926045859,5.57386584980731
1553024_at,4.32875371358231,3.00734372205798
1553025_at,4.51144742583512,4.07998537610978
1553027_a_at,4.85675570416127,4.79999495117939
1553028_at,5.72122037999507,4.68245910729282
1553030_a_at,9.12356468886399,8.62883935964692
1553031_at,4.68906564695116,4.19859235905625
1553032_at,3.772597134724,3.11486250016368
1553033_at,4.45056703111377,3.7722066933294
1553034_at,7.1669696781528,7.58069960871827
1553036_at,2.70935518681801,3.08605687537428
1553037_a_at,5.59302970151942,4.65643666299211
1553039_a_at,5.22100173834137,4.68311341494404
1553041_at,4.57663482871696,3.68979638113628
1553042_a_at,5.64249679433507,5.28786630447928
1553043_a_at,5.40820705872382,6.55806797803771
1553044_at,4.73744553551746,5.50091671737802
1553045_at,4.19957829623925,3.70522847491163
1553046_s_at,5.45016466651824,4.90982484921861
1553047_at,7.43239820008428,7.32304202664353
1553048_a_at,6.88203208078315,6.88720611891762
1553051_s_at,4.67752248014051,4.39531826408193
1553052_at,4.74674605777807,4.15374216567141
1553053_at,4.7532735673001,3.6619362100675
1553055_a_at,4.07861361820012,5.88297759344312
1553057_at,5.61780825545379,4.49392408878628
1553058_at,6.38778301031089,5.61091945314391
1553059_at,5.26386632779408,3.79966515734526
1553060_at,6.03318288951923,5.78634920362411
1553061_at,3.47133325413281,2.84071440360781
1553062_at,8.42852149377241,7.41487045443131
1553063_at,7.0946334728993,6.74943606324033
1553064_at,4.13880613517002,3.9582962976526
1553066_at,4.98527448322192,4.50529165086139
1553067_a_at,4.83760823780221,4.93732949992298
1553069_at,4.42392036763125,3.60243824920806
1553070_a_at,5.44025298844094,5.24403492094415
1553071_a_at,3.92152306255796,3.87016263018444
1553072_at,3.02786058417633,3.58151199396881
1553074_at,4.89087848092359,3.82394951900477
1553075_a_at,3.6728427963973,3.05821205801197
1553076_at,3.01725736648489,2.75162454540834
1553077_at,4.04180495577681,3.62711548248079
1553078_at,5.20917262689174,4.89324311129497
1553079_at,6.37984743585872,5.32225019846747
1553080_at,5.23067217835015,5.32691454638128
1553081_at,5.32870782184021,5.36716019413426
1553082_at,3.91952177362192,3.58338753398036
1553083_at,5.30614499309898,5.03730950239693
1553084_at,3.72238127156027,3.56937174891376
1553086_at,2.98241633576896,2.90199574086065
1553087_at,5.77005337072224,4.76772165716849
1553088_a_at,8.40448424814556,7.73025046720677
1553089_a_at,3.43976962644727,2.86538702843367
1553093_a_at,3.29164648426176,2.79044128482706
1553094_at,4.44408324371714,3.67800910161243
1553096_s_at,9.34051767526108,9.06282057154231
1553099_at,7.13234612077967,8.12341923491328
1553101_a_at,10.1783478729284,9.99006395866989
1553102_a_at,8.5174454511563,8.28559960332306
1553103_at,10.8107418396997,10.8537827492392
1553105_s_at,7.8241994079969,7.99318185819948
1553106_at,7.92125706887621,8.4612857407
1553107_s_at,8.04279545933108,8.28066338705459
1553108_at,7.94466544348656,8.45892302024115
1553111_a_at,7.30181941990103,7.36957060981699
1553112_s_at,7.49588209713546,7.96299631898715
