probes,entrez,symbol,logFC,adj.P.Val
212915_at,23024,PDZRN3,-2.04463103776565,0.0250658420984157
212921_at,56950,SMYD2,1.74455178334984,0.000933427111083229
212923_s_at,221749,PXDC1,-1.67749454429199,5.85596404741705e-08
212942_s_at,57214,CEMIP,2.1077296716376,0.0482198062062015
212944_at,6526,SLC5A3,-1.08340703672119,0.00294749170657076
212949_at,23397,NCAPH,2.11140841743591,0.000677643100351
212964_at,23119,HIC2,1.0874264042457,0.00318067840464724
212977_at,57007,ACKR3,1.69899710156297,0.00388784139759441
213006_at,1052,CEBPD,-1.24037279610894,0.00729240673784857
213007_at,55215,FANCI,1.75434970186681,5.65099246181823e-06
213056_at,23150,FRMD4B,-1.2161569324134,6.25348962830138e-07
213068_at,1805,DPT,-2.85102983423606,0.00534062316648614
213073_at,23503,ZFYVE26,1.15845889611492,1.83240944745719e-09
213075_at,169611,OLFML2A,1.15890678826623,0.00468531719704495
213094_at,57211,GPR126,-1.26053385165392,0.0141071670039135
213108_at,815,CAMK2A,-1.24347606361267,0.0292039057576032
213119_at,206358,SLC36A1,1.18861764299206,2.02251949036978e-05
213125_at,25903,OLFML2B,1.37634024171254,8.66665268525327e-05
213135_at,7074,TIAM1,-1.2632735002248,0.0169936691331731
213172_at,23508,TTC9,2.41957140819611,0.00246083449427756
213194_at,6091,ROBO1,2.29049122843274,0.00209135954075114
213197_at,460,ASTN1,-1.53048736019233,0.0250112317536074
213205_s_at,23132,RAD54L2,-1.22365602368606,0.0466638118865715
213228_at,8622,PDE8B,-1.0564629872364,0.0166264809520739
213231_at,1762,DMWD,1.47576007301484,0.0045448552162949
213265_at,5222,LOC101929842 ,-1.06653249774556,0.00854767431435643
213279_at,115817,DHRS1,-1.52354353459257,0.000125526254467112
213316_at,57608,KIAA1462,1.43749879227801,5.79576257081867e-05
213317_at,53405,CLIC5,1.47077897831971,0.0287429791278555
213324_at,6714,SRC,1.31998976875751,0.0147028760239888
213325_at,25945,PVRL3,-1.25502856609616,0.0161079983133633
213326_at,6843,VAMP1,1.12996513865637,0.00564950241944832
213338_at,25907,TMEM158,-1.97028140485127,0.00579235740301383
213362_at,5789,PTPRD,-1.77817654392557,0.0388995778408481
213375_s_at,90634,N4BP2L1,-1.51261210497244,2.08383689708951e-08
213420_at,90957,DHX57,1.24059998819497,2.71785859506955e-07
213431_x_at,9814,SFI1,1.10369147752378,0.0145817758689565
213435_at,23314,SATB2,1.36414214343863,0.00123720300594412
213442_x_at,25803,SPDEF,-1.05755515535294,0.0127409953420587
213462_at,4862,NPAS2,1.67219350510161,0.00286276931794461
213467_at,8153,RND2,-1.26552513525636,0.0397300241321014
213474_at,27342,KCTD7 ,1.16213554194456,8.99219647326284e-08
213478_at,23254,KAZN,-2.49445744453911,8.44864027335991e-07
213485_s_at,89845,ABCC10,1.13737298613285,2.11638003437921e-05
213523_at,898,CCNE1,1.64915253276559,0.000571046989089513
213544_at,3622,ING2,-1.4423545478197,0.00613769213441207
213547_at,23066,CAND2,-1.26946459389684,0.000458496125283395
213589_s_at,146712,B3GNTL1,2.48243100278883,4.40686096632128e-06
213599_at,11339,OIP5,1.42738169647578,0.00445847695049196
213600_at,23094,SIPA1L3,1.29632487303866,0.00015447170311877
213610_s_at,151230,KLHL23 ,1.2635927908036,0.00650244292062063
213617_s_at,25941,TPGS2,1.4701366649226,0.000352128863615789
213626_at,84869,CBR4,-1.08127665004404,0.00182449681004302
213629_x_at,4494,MT1F,-4.4461056951783,3.79898581495239e-08
213631_x_at,1723,DHODH,-1.51185281046526,0.000686708620119322
213651_at,27124,INPP5J,-1.11900353840986,0.0005173919203432
213661_at,25891,PAMR1,-2.51307684144391,1.71115915367427e-06
213663_s_at,54463,FAM134B,-3.63720557233626,5.92411725504359e-05
213664_at,6505,SLC1A1,-1.77901021569431,0.0227128949044299
213668_s_at,6659,SOX4,2.6790771017761,0.00397409799395964
213695_at,5446,PON3,-1.75877679110308,0.00214138501670768
213728_at,3916,LAMP1,1.66561610585258,2.14259246979178e-05
213734_at,5985,RFC5,1.02163977245967,1.2977875563046e-05
213745_at,26033,ATRNL1,-2.65750914034776,0.0286233616629442
213759_at,10123,ARL4C,-1.1968100414006,0.00543124368962459
213785_at,55705,IPO9,1.38615204405198,0.0111188442963871
213799_s_at,5786,PTPRA,1.1989606419966,0.00180749250464508
213806_at,5813,PURA,-1.33513770047541,0.000879606245670729
213809_x_at,6929,TCF3,-1.16686831852117,0.000130836747691604
213820_s_at,80765,STARD5,-1.13841602772958,0.000184222806226786
213824_at,10215,OLIG2,-1.56951133067058,0.0106950381282467
213830_at,10730,YME1L1,-1.16496932423281,0.0466638118865715
213832_at,3752,KCND3,-2.32019106194177,0.00356943369686123
213874_at,5267,SERPINA4,-1.83433879310161,0.00140558501500404
213894_at,221981,THSD7A,1.1272717213074,0.0140043600978767
213895_at,2012,EMP1,-1.24323224902402,0.0207942905977276
213896_x_at,317662,FAM149B1,1.7332191928951,3.07313055620351e-05
213906_at,4603,MYBL1,1.04774747197956,0.0393589977756215
213926_s_at,3267,AGFG1,1.25625836020962,0.00277480379793583
213929_at,23086,EXPH5,-3.01498800655811,0.000117490279377668
213935_at,51099,ABHD5,-1.2144889834491,2.34037839414973e-05
213960_at,4916,NTRK3,-1.20039347916556,0.0191408933800095
213974_at,57188,ADAMTSL3,-1.20907257557479,0.0200756874718651
213983_s_at,23244,PDS5A,1.02007490126055,0.000411181752009423
214008_at,5756,TWF1,1.48424642367537,0.00187230385443203
214017_s_at,9704,DHX34,1.11340840087399,0.0107488623041652
214046_at,10690,FUT9,-1.19967634882403,0.0483066671909309
214064_at,7018,TF,-1.08394404787746,0.0333640816968909
214075_at,29937,NENF,1.17152849234364,0.000102157364957562
214111_at,4978,OPCML,-1.2853729200115,0.0484227962224757
214131_at,246126,TXLNGY,3.69998816530708,1.65309332733067e-05
214142_at,653808,ZG16,-3.19836044880355,0.00187276796528607
214146_s_at,5473,PPBP,-2.69155733440008,0.000955402045669255
214162_at,80816,ASXL3,-1.65814142708168,0.0126188845766333
214163_at,51668,HSPB11,1.2409067296465,0.00122993737969945
214180_at,57134,MAN1C1,-1.80142496691246,2.47646618306013e-05
214184_at,8620,NPFF,1.03153901578076,0.0332537381074848
214190_x_at,23062,GGA2,1.05228659302918,0.0015294951079872
214192_at,4927,NUP88,-1.03865842685616,0.0072413817956526
214195_at,1200,TPP1,1.22677918604869,0.0277778180358111
214199_at,6441,SFTPD,-1.10233731072901,0.0382385466176366
214204_at,135138,PACRG,-1.48604119375567,0.00331287861825858
214206_at,285755,PPIL6,-1.03075442119813,0.0399744931766475
214218_s_at,7503,XIST,-6.85526379115814,3.12392842065859e-07
214226_at,339105,PRSS53,-1.12147534006664,0.000141133666800674
214228_x_at,7293,TNFRSF4,1.83897105489386,0.00291155750247046
214231_s_at,23078,VWA8,-1.17541375523582,7.49357904150964e-05
214234_s_at,1577,CYP3A5,-1.02781399480805,0.0400162797064171
214248_s_at,23321,TRIM2,-1.1446375828057,0.00128422872096259
214250_at,4926,NUMA1,1.39390253771193,0.0200035267740864
214382_at,54346,UNC93A,-2.6534929436603,0.0244947339799364
214419_s_at,1559,CYP2C9,-1.30555170949741,0.0152324685725432
214440_at,9,NAT1,-1.11827518163965,0.000648545789486704
214451_at,7021,TFAP2B,-1.35484779972387,0.00594030947518315
214452_at,586,BCAT1,1.17503873313134,0.00611008553511484
214454_at,9509,ADAMTS2,-1.0358346160233,0.027478590375628
214472_at,3013,HIST1H2AD ,1.71568330691842,0.0330412089602773
214476_at,7032,TFF2,-3.42087052721153,6.09515556843966e-08
214478_at,6694,SPP2,-2.58353535228888,0.00188035919466
214493_s_at,10207,INADL,1.12919422089297,0.0209783832613448
214512_s_at,10923,SUB1,1.15976702743048,1.49382790590975e-06
214518_at,5161,PDHA2,-1.12168566501453,0.0415881733948806
214571_at,2248,FGF3,-1.08516155489747,0.0223200385979729
214580_x_at,3853,KRT6A ,-1.02617495035642,0.0223303300570139
214592_s_at,10302,SNAPC5,-2.23355835628153,7.24102285738899e-05
214605_x_at,2825,GPR1,1.04347914759918,0.0413106301870109
214621_at,2998,GYS2,-3.23773130132766,0.00912241028987017
214637_at,5008,OSM,-1.16158966905914,0.00714496198205654
214663_at,25778,DSTYK,1.15334346162432,2.89186540842358e-05
214692_s_at,8629,JRK,1.80009085518906,1.61569959096996e-05
214710_s_at,891,CCNB1,2.25310027104975,1.61078812714628e-07
214719_at,283537,SLC46A3,-2.09610090894177,0.00175737698216846
214742_at,22994,CEP131,1.8699184289981,0.000213752678785257
214765_s_at,27163,NAAA,-2.09138094702308,1.73617125454716e-06
214774_x_at,27324,TOX3,1.76729844150265,0.0457447830013545
214786_at,4214,MAP3K1,1.40160503568839,0.000117087595750982
214811_at,23504,RIMBP2,-2.53713612571876,0.000159272477249099
214822_at,57795,BRINP2,-1.21767471050065,0.00633322870629491
214830_at,145389,SLC38A6,1.38378772217348,2.68809221618201e-06
214837_at,213,ALB,-1.8775595150339,0.000169028503455879
214846_s_at,57538,ALPK3,1.56411307259348,0.0211890338945858
214889_at,25854,FAM149A,-1.52699404018185,0.00223759646567033
214900_at,7586,ZKSCAN1,1.15776220338178,0.00632160049859664
214907_at,90273,CEACAM21,-1.3828267508581,0.00198737203049237
214943_s_at,23029,ARID4B ,1.08070692178007,0.000451564586624003
214961_at,23281,MTUS2,-2.92579776822959,7.87943202414107e-05
214962_s_at,23279,NUP160,1.26184668895527,0.00751513467220975
214983_at,64595,TTTY15,1.29965117388928,0.031435693868072
215013_s_at,9736,USP34,1.32492281251242,0.0151586306328553
215068_s_at,80028,FBXL18,1.39343248775763,5.74553105823542e-05
215071_s_at,8334,HIST1H2AC,1.05146089977687,0.0236498097818557
215085_x_at,9940,DLEC1,-1.15076031576362,0.0350905441375936
215092_s_at,10725,NFAT5,1.44865819349815,0.0138406538701267
215116_s_at,1759,DNM1,-1.99947365870961,0.010034362930858
215123_at,23117,LOC101929910 ,1.2229308401004,0.0170247540046445
215126_at,100996492,LINC01314,-1.30436810319138,0.0423368525600435
215149_at,55966,AJAP1,-1.31205003121912,0.00895785576798933
215155_at,3073,HEXA,1.23215048461346,0.00153653838161565
215168_at,10440,TIMM17A,-1.32207330747011,0.0285296660899614
215231_at,51422,PRKAG2,-1.61020501846624,0.0434348635910502
215241_at,63982,ANO3,-1.27639984630808,0.0445998459682645
215244_at,26220,DGCR5,-1.33075349136245,0.0134534062476004
215280_s_at,8541,PPFIA3,1.39494577223344,0.000352793069320921
215296_at,8476,CDC42BPA,1.31915272233999,0.0093201043360439
215307_at,57711,ZNF529,2.01869497927024,0.00197523471241749
215320_at,645961,SPATA31C2,-1.13212172929291,0.0192034314464784
215323_at,338645,LUZP2,-1.58790586851113,0.0053278381138931
215341_at,1768,DNAH6,-1.30580757636618,0.0198544839264979
215367_at,57710,KIAA1614,-1.46371832544252,0.00208691036809005
215407_s_at,23245,ASTN2,1.82403948140992,7.5102147931659e-06
215463_at,26648,OR7E24,-1.63321647245136,0.00378813211977274
215501_s_at,11221,DUSP10,-1.02757213815091,0.00847449541458382
215506_s_at,9077,DIRAS3,-3.73186607902392,1.38881317704846e-06
215513_at,57061,HYMAI,-1.40270447453862,0.0280507717375454
215517_at,26108,PYGO1,-1.22147843396988,0.0431075452219228
215527_at,202559,KHDRBS2,-1.34991226472464,0.0294011951933214
215531_s_at,2558,GABRA5,-1.43659472241183,0.029663114659896
215575_at,9659,PDE4DIP,1.16814928292488,0.0466920850167188
215581_s_at,8888,MCM3AP,1.2698695841411,0.00654655837464863
215689_s_at,6462,SHBG,-3.72871584502812,0.000325684035902227
215694_at,79029,SPATA5L1,1.26323669808054,0.00339302479432824
215712_s_at,3483,IGFALS,-4.04331605720996,2.7213951708401e-12
215725_at,25786,DGCR11,1.36489134236222,0.000343611382549276
215727_x_at,54470,ARMCX6,-1.1111717318363,0.0189407697997682
215734_at,113177,IZUMO4,-1.17029803925942,0.0111952380063963
215778_x_at,55547,HAB1,-1.00271221043098,0.000712769771367478
215783_s_at,249,ALPL,-1.17770914437615,0.0343201395497649
215808_at,5655,KLK10,-1.13785392030896,0.0466647363494529
215819_s_at,6006,RHCE ,-1.21546896625644,0.0499756929050561
215870_s_at,5322,PLA2G5,-1.34310076067601,0.0460480591623505
215882_at,22995,CEP152,1.01563776350837,0.0210922318921217
215932_at,51438,MAGEC2,-1.38945840658835,0.0162366486156263
215988_s_at,1739,DLG1,-1.02623850099507,0.0345577603076716
216038_x_at,1616,DAXX,1.1209850156576,3.62259527838555e-06
216058_s_at,1557,CYP2C19,-4.93999479352623,3.79773057544418e-18
216153_x_at,8434,RECK,-1.05240798375964,1.70002202723479e-05
216182_at,8871,SYNJ2,-1.35903127452636,0.000242979990228428
216184_s_at,22999,RIMS1,-1.09373148749246,0.0289650437874056
216212_s_at,1736,DKC1 ,1.21884995006274,8.2397636689247e-05
216223_at,1370,CPN2,-1.20309478339642,0.00224357632742997
216331_at,3679,ITGA7,1.59811203897389,0.00611008553511484
216340_s_at,1550,CYP2A7P1,-1.04425478268349,0.042762652501781
216357_at,6642,SNX1,-1.00322142721473,0.00640194691092834
216385_at,220077,LOC220077,-1.29835001951305,0.000759133621331224
216409_at,23305,ACSL6,-1.01854846543467,0.00121664049792799
216481_at,80852,GRIP2,-1.08001822007468,0.0298136013361705
216488_s_at,23250,ATP11A,1.06218607100629,0.0160522079642336
216598_s_at,6347,CCL2,-1.78457771680047,0.0130981693441338
216604_s_at,23428,SLC7A8,-1.18795747887264,0.018698560154345
216654_at,7148,TNXB,-1.0963831307506,0.0322099580150001
216696_s_at,58510,PRODH2,-2.08603557626732,0.00265068092077283
216710_x_at,57336,ZNF287,-1.57058471246908,0.00545696706543467
216760_at,54979,HRASLS2,-1.2346927378901,0.00870510335932474
216855_s_at,3192,HNRNPU,1.86326576655034,0.000409595111126198
216869_at,5137,PDE1C,-1.0723043602504,0.0435706178755218
216882_s_at,10529,NEBL,-1.03735153464204,0.00264244424004044
216887_s_at,11155,LDB3,-1.24530367628083,0.0401872820126953
216913_s_at,23223,RRP12,1.78012010650276,0.00152253943563163
216915_s_at,5782,PTPN12,1.2225832136546,0.0113838204521603
216919_at,9537,TP53I11,-1.18120778375288,0.00723642862375446
216927_at,23383,MAU2,-1.47319630233562,0.0100479828151377
216942_s_at,965,CD58,1.07442480999707,0.000666919604846655
216952_s_at,84823,LMNB2,2.00713675741037,0.000124282410070266
216957_at,23326,USP22,1.56811772506017,0.0189583869051577
216987_at,3662,IRF4,-1.36124799433889,0.0277738973571863
217006_x_at,2194,FASN,-1.13656377384563,0.0482680233860025
217007_s_at,8751,ADAM15,1.13488683273088,0.00897449120864556
217013_at,646282,AZGP1P1,-1.3993505495477,0.00470830277681954
217034_at,101928457,LOC101928457,-1.35822811413811,0.00861910744524959
217057_s_at,2778,GNAS,-1.14195794323871,0.0269210687107566
217096_at,27445,PCLO,-1.51904106780881,0.0063621730979274
217098_s_at,9753,ZSCAN12,-1.13802058793381,0.0185317530887183
217115_at,7686,MKRN7P,-1.30251128125909,0.00949120534373874
217174_s_at,10297,APC2,-1.19217939431759,0.00157790781502754
217177_s_at,5787,PTPRB,-1.14415531762431,0.00500505079647341
217187_at,4586,MUC5AC,-1.09009733870192,0.000550450117809978
217199_s_at,6773,STAT2,1.00452867447224,0.0357016344470018
217217_at,3493,IGHA1 ,-1.35034952569839,0.0176660873430475
217239_x_at,101930405,LOC101930405,-1.33593899380964,0.044904921631347
217245_at,10824,DIAPH2-AS1,-1.06090562398773,0.0375592595626634
217286_s_at,57446,NDRG3,1.24684682068527,1.01970141073371e-06
217297_s_at,4650,MYO9B,1.17597257914848,2.53983049873735e-05
217305_s_at,55811,ADCY10,-1.3284309581188,0.0325457556917551
217309_s_at,10311,DSCR3,1.59142197828502,0.000351329234158214
217354_s_at,3257,HPS1,1.3372395741811,0.00625631827610137
217376_at,100289473,LOC100289473,-1.04057669571922,0.00997226300324597
217417_at,4644,MYO5A,-1.60400615455296,0.0147710951840831
217469_at,3492,IGH,-1.08161539295593,0.00260728641307737
217500_at,7073,TIAL1,-1.08379354281202,0.0436685299630978
217510_at,1406,CRX,-1.17809060232146,0.0374834546730708
217530_at,6569,SLC34A1,-1.61882739090459,0.0127581168916947
217533_x_at,114825,PWWP2A,-1.45728674597316,0.0113646760375532
217546_at,4499,MT1M,-6.24500154746522,7.41690571548503e-06
217596_at,65110,UPF3A,1.3362504438612,0.00888302215683975
217611_at,157697,ERICH1,-1.30629940981408,0.0062455899931721
217640_x_at,220134,SKA1,2.32710055042471,0.000707336390810269
217681_at,7477,WNT7B,-1.28308553273324,0.0253156401124803
217705_at,5587,PRKD1,-1.51777122153839,0.0348810350093734
217738_at,10135,NAMPT,-1.05019194422201,0.0268672267701699
217755_at,51155,HN1,1.33828252605613,4.91280342168326e-06
217761_at,55256,ADI1,-1.15380258655508,0.000929890804791471
217771_at,51280,GOLM1,2.33219770522194,0.0183689077273661
217784_at,10652,YKT6,1.63309190762458,0.0012362147232927
217857_s_at,9939,RBM8A,1.03194039955564,0.00356338981641795
217948_at,26071,FAM127B,1.87100896420817,0.0137544760940708
217973_at,51181,DCXR,-1.44358988373935,0.00392577140909994
218002_s_at,9547,CXCL14,-6.34494060025167,4.86277796291964e-10
218009_s_at,9055,PRC1,3.35787144274839,8.00994753688063e-12
218024_at,51660,MPC1,-1.88018622917354,5.35199828193061e-06
218039_at,51203,NUSAP1,2.17480627132589,2.29929966542023e-07
218075_at,8086,AAAS,1.21210942272711,9.57520599984415e-05
218157_x_at,56882,CDC42SE1,1.01501307572347,0.000405995172064461
218161_s_at,54982,CLN6,1.1094747344314,0.000834788536911055
218162_at,56944,OLFML3,-2.9664798089767,0.000264204741968496
218185_s_at,55156,ARMC1,1.05496328411767,5.0518811092555e-05
218207_s_at,50861,STMN3,-1.42389893350728,0.0122285692653214
218245_at,25987,TSKU,-2.27723587766018,0.000111695234867274
218252_at,26586,CKAP2,1.3317132759341,9.59937511565872e-06
218257_s_at,56886,UGGT1,1.31445060327999,2.88931891442826e-06
218285_s_at,56898,BDH2,-1.25457252032924,0.00146128104400505
218296_x_at,55154,MSTO1 ,1.02269970170269,0.000147820614003359
218304_s_at,114885,OSBPL11,-1.20934778355758,1.93010218406223e-05
218308_at,10460,TACC3,2.05328750836646,1.48133975072158e-06
218322_s_at,51703,ACSL5,-1.77293095467572,0.00130476044922016
218350_s_at,51053,GMNN,1.70073493611008,4.49663504242797e-05
218355_at,24137,KIF4A,1.73246320598167,0.000174552813004475
218361_at,55204,GOLPH3L,1.05327661790286,9.00830552074617e-05
218376_s_at,64780,MICAL1,1.5129829283125,0.0306392751456492
218392_x_at,94081,SFXN1,-1.13995084262647,0.000218713241711152
218405_at,29777,ABT1,1.2402533829469,0.000414972830357336
218424_s_at,55240,STEAP3,-1.37533511708606,0.0105151060553768
218434_s_at,65985,AACS,1.01493275849759,0.00102246806462346
218452_at,50485,SMARCAL1,1.04169767773316,2.47646618306013e-05
218501_at,50650,ARHGEF3,1.22658128296367,0.0214267782080263
218541_s_at,56892,C8orf4,-1.822937084558,0.00359156711980115
218542_at,55165,CEP55,2.55869778793565,7.72830062336128e-08
218544_s_at,10171,RCL1,-1.72158926450465,2.14249112454983e-08
218552_at,55268,ECHDC2,-1.36385721946017,0.00188599323556033
218585_s_at,51514,DTL,4.48495263940354,2.93107832727436e-12
218596_at,54662,TBC1D13,1.85892916001561,7.12905233131518e-05
218609_s_at,318,NUDT2,1.2929403898869,0.000299259574846302
218638_s_at,10417,LOC100130872 ,1.32141506923958,0.00359432645673844
218644_at,26499,PLEK2,-2.42772922178605,0.000663856257533662
218662_s_at,64151,NCAPG,1.71244542257193,0.000102655392742468
218681_s_at,23753,SDF2L1,1.12049763055364,3.38335999057195e-05
218687_s_at,56667,MUC13,1.86153435919754,0.0422161553866659
218717_s_at,55214,LEPREL1,-3.32552831170653,1.33514529798963e-05
218718_at,56034,PDGFC,-1.01712315797638,0.00832234540046991
218726_at,55355,HJURP,2.76286706883399,0.000114720502574083
218728_s_at,29097,CNIH4,1.17523207077843,0.000178426369335204
218735_s_at,27300,ZNF544,1.14163532929621,2.94957328147023e-05
218741_at,79019,CENPM,3.54700926701242,1.484273914683e-06
218744_s_at,29763,PACSIN3,-1.11088401477307,0.0336815016168693
218755_at,10112,KIF20A,3.58347767569725,1.13753390107162e-09
218772_x_at,55151,TMEM38B,1.01889546197839,0.00131366275410576
218782_s_at,29028,ATAD2,1.23545275699099,0.00674732289257565
218788_s_at,64754,SMYD3,1.08043160847171,0.0227845334982839
218798_at,65095,KRI1,1.33606697898321,0.000112659905204923
218813_s_at,56904,SH3GLB2,1.39779255482528,3.90972305850455e-05
218816_at,55227,LRRC1,2.65112313678926,0.000846917439262757
218818_at,2275,FHL3,1.74931453236627,2.03643736640364e-05
218822_s_at,79716,LOC100652930 ,1.20252662766621,0.0183683947837838
218839_at,23462,HEY1,1.02739685143598,0.0378089814274815
218854_at,29940,DSE,-1.2505714113397,0.00501759011808245
218861_at,64320,RNF25,1.35653151555182,8.7260065882529e-05
218869_at,23417,MLYCD,-1.06029908458653,0.00161828773503224
218883_s_at,79682,CENPU,1.55538849231122,0.000109970462216944
218888_s_at,81831,NETO2,1.9157446966803,7.19175515441581e-05
218901_at,57088,PLSCR4,-1.62074080557281,5.06193847150613e-05
218921_at,59307,SIGIRR,-1.66102585770081,0.00473260469827926
218923_at,1486,CTBS,-1.19710835144973,3.34619682412213e-05
218931_at,64284,RAB17,-1.03958330490216,0.00265959003544866
218935_at,30845,EHD3,-1.67394389037852,3.04707716119511e-05
218944_at,65263,PYCRL,1.65271408397142,0.0208237094767178
218956_s_at,26024,ATP5J2-PTCD1 ,1.2282177714277,4.22867072104332e-05
218963_s_at,25984,KRT23,4.03655441629565,0.00675562860876549
218976_at,56521,DNAJC12,-2.17713828048516,0.0010770878298002
218983_at,51279,C1RL,-1.46274132682484,1.98274572135446e-05
218991_at,63897,HEATR6,1.60235467689365,8.13547667315902e-05
219000_s_at,79075,DSCC1,1.39746602990144,0.000360649181982762
219014_at,51316,PLAC8,-2.70798010404042,1.12211174464032e-08
219026_s_at,9462,RASAL2,1.74255153677793,2.4714628069602e-05
219047_s_at,79759,ZNF668,1.43297811790872,0.00257010387895232
219059_s_at,10894,LYVE1,-3.90785214873781,6.08042251657299e-08
219076_s_at,5827,PXMP2,-1.46186132025815,2.48674038342515e-05
219087_at,54829,ASPN,-1.64131171391725,0.0469488422200239
219093_at,55022,PID1,-1.12455562887668,0.0100514507080045
219105_x_at,23594,ORC6,1.33130983483207,0.00055389913402733
219113_x_at,51171,HSD17B14,-1.66431992478963,0.0142268249461072
219117_s_at,51303,FKBP11,1.35202014233715,0.000258956016599088
219120_at,80304,C2orf44,1.17049494204069,0.000636996312741705
219132_at,57161,PELI2,-1.75754287168756,1.07927472438072e-05
219145_at,22859,LPHN1,1.6983768429609,0.0137616687296878
219147_s_at,54981,NMRK1,-1.04984685012641,1.09088962661399e-05
219148_at,55872,PBK,3.62803863049233,2.0196295557806e-11
219167_at,51285,RASL12,1.90021507320328,7.30046408507781e-05
219181_at,9388,LIPG,-1.25289348027597,0.00837348456434792
219185_at,23408,SIRT5,-1.15492289360412,8.54742415111632e-05
219188_s_at,28992,MACROD1,-1.28924328766609,0.00124623160294455
219268_at,55224,ETNK2,-1.59802520279401,0.000867569105695504
219274_at,23554,TSPAN12,-1.37003382632806,0.0225223001677906
219277_s_at,55753,OGDHL,-2.0838287527497,0.016041780800496
219281_at,4482,MSRA,-1.34180026958607,0.000105333282684449
219294_at,55166,CENPQ,1.18205883338197,0.000666919604846655
219313_at,54762,GRAMD1C,-1.69297489611889,0.000196169548227926
219333_s_at,11132,CAPN10,2.11832995160212,0.0004441679348715
219340_s_at,2055,CLN8,-1.19061502609234,4.20064100024125e-05
219343_at,55664,CDC37L1,-1.14090598218406,9.9184060000214e-05
219377_at,64762,GAREM,-1.08554756125242,0.00402865000585213
219387_at,55704,CCDC88A,1.82249388670013,7.32603525813268e-06
219404_at,79574,EPS8L3,2.0810143206604,0.00303837138849147
219408_at,54496,PRMT7,1.94773534439965,0.000183752031435581
219464_at,23632,CA14,-1.29164850499214,0.0497811692849348
219468_s_at,404093,CUEDC1,1.32923487015879,0.00220578205266085
219478_at,58189,WFDC1,-2.5811867583465,0.0036823087609203
219481_at,79573,TTC13,1.08174400475166,0.000439687481702982
219489_s_at,64359,NXN,-1.04201401042855,0.0390537264594104
219493_at,79801,SHCBP1,1.89761921493882,6.36857015124725e-05
219502_at,55247,NEIL3,1.47356843147526,0.00280105690162029
219512_at,79980,DSN1,1.0130755851149,1.05386252085362e-05
219521_at,27087,B3GAT1,-2.82071326996858,4.03054389297236e-05
219525_at,55244,SLC47A1,-1.21767844344922,0.00510164770501308
219541_at,54923,LIME1,-1.40469974410082,0.00949837135395352
219555_s_at,55839,CENPN,1.76580430011645,2.75567362495951e-05
219562_at,25837,RAB26,-1.55186555545498,0.00314265316081835
219564_at,3773,KCNJ16,-2.17857461519004,0.00789581743446185
219568_x_at,54345,SOX18,1.71992652058079,0.00328334552539528
219588_s_at,54892,NCAPG2,1.14565810379873,0.000178426369335204
219602_s_at,63895,PIEZO2,1.12619786768836,0.000991593164614636
219615_s_at,8645,KCNK5,-1.10400771855987,0.0098398011564687
219634_at,50515,CHST11,1.42473890461707,0.035205139852999
219645_at,844,CASQ1,-1.3343166234497,0.0197918319335473
219650_at,54821,ERCC6L,1.4868780315896,0.0161047525681521
219651_at,55211,DPPA4,-2.89669855194128,3.14149983613876e-06
219663_s_at,80757,TMEM121,-1.3539426071936,0.0177138706404008
219666_at,64231,MS4A6A,-2.02177066833564,7.46738544543494e-05
219685_at,59353,TMEM35,-1.13908283133222,0.00648815687572225
219687_at,55733,HHAT,1.05468753733983,0.000589255811147473
219691_at,54809,SAMD9,1.06451216524382,0.0341328114072173
219692_at,79412,KREMEN2,-1.52522633292372,0.00250314507261388
219695_at,55512,SMPD3,-1.6464525017302,0.00557055393652394
219700_at,57125,PLXDC1,1.29722517650653,0.000452195405464917
219719_at,51751,HIGD1B,1.36738157907632,0.0225502573274138
219728_at,9499,MYOT,-2.14761485498125,0.00111398887042607
219733_s_at,10998,SLC27A5,-2.05859394713518,0.00291349054408322
219737_s_at,5101,PCDH9,-2.66912603855573,6.76369268704363e-05
219740_at,79805,VASH2,2.0246200637674,0.00524018962344622
219742_at,80758,PRR7,1.1758325599895,0.045719905893203
219743_at,23493,HEY2,-1.15083574831203,0.000730856007534377
219755_at,57332,CBX8,1.53647847276707,0.000445053484639566
219772_s_at,23676,SMPX,2.64130964346534,0.0131734527660043
219773_at,50507,NOX4,1.50321248556335,8.54830102496775e-05
219778_at,23414,ZFPM2,-1.74637589111572,0.00236715754134968
219787_s_at,1894,ECT2,2.83610757671707,7.01937832670248e-11
219788_at,29992,PILRA,-1.12630315917024,0.0301049267729539
219791_s_at,79804,HAND2-AS1,-3.18885530285184,5.81869223176778e-06
219800_s_at,79896,THNSL1,-1.18507309401468,0.000637881115881566
219807_x_at,53916,MIA-RAB4B ,1.23706508150906,0.0356792057181669
219820_at,28968,SLC6A16,-1.29294426939852,0.0272241388122111
219850_s_at,26298,EHF,1.39629180089113,0.0388571168256789
219852_s_at,79906,MORN1,-1.02775044600859,0.0307720478652424
219858_s_at,54842,MFSD6,1.90469718748295,0.0019034185276805
219863_at,51191,HERC5,-1.29496692143538,0.014400917028108
219873_at,78989,COLEC11,-2.26974586428032,5.88424413716698e-05
219877_at,79698,ZMAT4,-1.44314556790393,0.000590804520220833
219878_s_at,51621,KLF13,1.08984133302282,0.016600116960699
219880_at,101928649,CTC-338M12.4,1.08058324484696,0.00104599807315707
